<DOC>	<DOC>+BDTag
<S>	<S>+BSTag
Ayrıca	ayrıca+ADV
Stratejik	stratejik+ADJ
Savunma	savun+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
İnisiyatifi	inisiyatif+NOUN+A3SG+P3SG+NOM
adı	ad+NOUN+A3SG+P3SG+NOM
verilen	ver+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART
füze	füze+NOUN+A3SG+PNON+NOM
kalkanının	kalkan+NOUN+A3SG+P3SG+GEN
parçalarını	parça+NOUN+A3PL+P2SG+ACC
kurşun	kurşun+ADJ
parçaları	parça+NOUN+A3PL+PNON+ACC
üretiyor	üre+VERB^DB+VERB+CAUS+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
John	john+NOUN+PROP+A3SG+PNON+NOM
R.	r.+NOUN+PROP+A3SG+PNON+NOM
Wilke	Wilke+NOUN+PROP+A3SG+PNON+NOM
bu	bu+DET
makaleye	makale+NOUN+A3SG+PNON+DAT
katkıda	katkı+NOUN+A3SG+PNON+LOC
bulundu	bulun+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Michael	michael+NOUN+PROP+A3SG+PNON+NOM
Maynard	Maynard+NOUN+PROP+A3SG+PNON+NOM
dünyaya	dünya+NOUN+A3SG+PNON+DAT
yumurtaları	yumurta+NOUN+A3PL+P3SG+NOM
kırmanın	kır+VERB+POS^DB+NOUN+INF2+A3SG+PNON+GEN
daha	daha+ADV
hızlı	hız+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
bir	bir+ADJ
yolunu	yol+NOUN+A3SG+P3SG+ACC
sunar	sun+VERB^DB+VERB+CAUS+POS+IMP+A2SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Teşekkür	teşekkür+NOUN+A3SG+PNON+NOM
olarak	ol+VERB+POS^DB+ADV+BYDOINGSO
,	,+PUNC
yumurta	yumurta+NOUN+A3SG+PNON+NOM
endüstrisi	endüstri+NOUN+A3SG+P3SG+NOM
de	de+CONJ
onu	o+PRON+DEMONSP+A3SG+PNON+ACC
yok	yok+ADJ
etmek	et+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
istedi	iste+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ve	ve+CONJ
yumurta	yumurta+NOUN+A3SG+PNON+NOM
üreticileri	üretici+NOUN+A3PL+P3SG+NOM
oldukça	oldukça+ADV
iyi	iyi+ADJ
bir	bir+ADJ
iş	iş+NOUN+A3SG+PNON+NOM
çıkardı	çık+VERB+POS+AOR+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Cevabın	cevap+NOUN+A3SG+PNON+GEN
bir	bir+ADJ
kısmı	kısım+NOUN+A3SG+P3SG+NOM
endüstrinin	endüstri+NOUN+A3SG+PNON+GEN
kendi	kendi+PRON+REFLEXP+A3SG+P3SG+NOM
doğası	doğa+NOUN+A3SG+P3SG+NOM
içinde	iç+NOUN+A3SG+P2SG+LOC
saklı	saklı+ADJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+DET
tür	tür+NOUN+A3SG+PNON+NOM
santrifüjlü	santrifüj+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
yumurta	yumurta+NOUN+A3SG+PNON+NOM
kırıcıları	kırıcı+ADJ^DB+NOUN+ZERO+A3PL+P3SG+NOM
1890'lardan	1890+NUM+CARD^DB+NOUN+ZERO+A3PL+PNON+ABL
beri	beri+ADV
var	var+ADJ
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ana	ana+ADJ
nedeni	neden+NOUN+A3SG+P3SG+NOM
:	:+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bay	bay+NOUN+A3SG+PNON+NOM
Maynard	Maynard+NOUN+PROP+A3SG+PNON+NOM
yönetilebilecek	yönet+VERB^DB+VERB+PASS+POS^DB+VERB+ABLE+FUT+A3SG
bir	bir+ADJ
problem	problem+NOUN+A3SG+PNON+NOM
olduğunu	ol+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
iddia	iddia+NOUN+A3SG+PNON+NOM
ediyor	et+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Karşıtlar	karşıt+ADJ^DB+NOUN+ZERO+A3PL+PNON+NOM
ise	i+VERB+POS+DESR+A3SG
bu	bu+DET
savları	sav+NOUN+A3PL+P3PL+NOM
kabul	kabul+NOUN+A3SG+PNON+NOM
etmiyor	et+VERB+NEG+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Egg	Egg+NOUN+PROP+A3SG+PNON+NOM
King'e	king+NOUN+PROP+A3SG+PNON+DAT
karşı	karşı+ADV
saldırıya	saldırı+NOUN+A3SG+PNON+DAT
liderlik	liderlik+NOUN+A3SG+PNON+NOM
eden	et+VERB+POS^DB+ADJ+PRESPART
United	united+NOUN+PROP+A3SG+PNON+NOM
Egg	Egg+NOUN+PROP+A3SG+PNON+NOM
Producers	Producers+NOUN+PROP+A3SG+PNON+NOM
oldu	ol+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
ABD	abd+NOUN+PROP+A3SG+PNON+NOM
Tarım	tar+NOUN+A3SG+P1SG+NOM
Departmanı	departman+NOUN+A3SG+P3SG+NOM
erken	erken+ADV
bir	bir+ADJ
savaş	savaş+NOUN+A3SG+PNON+NOM
meydanıydı	meydan+NOUN+A3SG+P3SG+NOM^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Yumurta	yumurta+NOUN+A3SG+PNON+NOM
üreticileri	üretici+NOUN+A3PL+P3SG+NOM
ayrıca	ayrıca+ADV
Yiyecek	yiyecek+NOUN+A3SG+PNON+NOM
ve	ve+CONJ
İlaç	ilaç+NOUN+A3SG+PNON+NOM
Dairesi'nde	daire+NOUN+A3SG+P3SG+LOC
de	de+CONJ
lobi	lobi+NOUN+A3SG+PNON+NOM
yaptı	yap+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bay	bay+NOUN+A3SG+PNON+NOM
Maynard	Maynard+NOUN+PROP+A3SG+PNON+NOM
kararın	karar+NOUN+A3SG+P2SG+NOM
şirketini	şirket+NOUN+A3SG+P3SG+ACC
iflas	iflas+NOUN+A3SG+PNON+NOM
mahkemesine	mahkeme+NOUN+A3SG+P3SG+DAT
ittiğini	it+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
söylüyor	söyle+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bay	bay+NOUN+A3SG+PNON+NOM
Maynard	Maynard+NOUN+PROP+A3SG+PNON+NOM
geçenlerde	geçenlerde+ADV
attan	at+NOUN+A3SG+PNON+ABL
düştü	düş+VERB+POS+PAST+A3SG
ve	ve+CONJ
kolunu	kol+NOUN+A3SG+P3SG+ACC
kırdı	kır+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Michelle	michelle+NOUN+PROP+A3SG+PNON+NOM
Pfeiffer	Pfeiffer+NOUN+PROP+A3SG+PNON+NOM
aynı	aynı+ADJ
anda	an+NOUN+A3SG+PNON+LOC
sakız	sakız+NOUN+A3SG+PNON+NOM
çiğneyip	çiğne+VERB+POS^DB+ADV+AFTERDOINGSO
şarkı	şarkı+NOUN+A3SG+PNON+NOM
söyleyemiyor	söyle+VERB^DB+VERB+ABLE+NEG+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Yine	yine+ADV
de	de+CONJ
müzikle	müzik+NOUN+A3SG+PNON+INS
birlikte	birlikte+ADV
onun	o+PRON+PERS+A3SG+PNON+GEN
gerilimi	gerilim+NOUN+A3SG+P3SG+NOM
başlıyor	başla+VERB+POS+PROG1+A3SG
veya	veya+CONJ
sona	son+NOUN+A3SG+PNON+DAT
eriyor	er+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ama	ama+CONJ
onlar	o+PRON+PERS+A3PL+PNON+NOM
rollerini	rol+NOUN+A3PL+P3PL+ACC
küçümseyerek	küçümse+VERB+POS^DB+ADV+BYDOINGSO
seyircilerini	seyirci+NOUN+A3PL+P3PL+ACC
hor	hor+ADJ
görmüyor	gör+VERB+NEG+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Çalışmadığı	çalış+VERB+NEG^DB+ADJ+PASTPART+P3SG
zamanlarda	zaman+NOUN+A3PL+PNON+LOC
örgü	örgü+NOUN+A3SG+PNON+NOM
yün	yün+ADJ
ceket	ceket+NOUN+A3SG+PNON+NOM
giyiyor	giy+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Küçük	küçük+ADJ
zevklerle	zevk+NOUN+A3PL+PNON+INS
yaşayabiliyor	yaşa+VERB+POS^DB+VERB+ABLE+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bay	bay+NOUN+A3SG+PNON+NOM
Kloves	Kloves+NOUN+PROP+A3SG+PNON+NOM
bazı	bazı+ADJ
paha	paha+NOUN+A3SG+PNON+NOM
biçilemez	biç+VERB^DB+VERB+PASS^DB+VERB+ABLE+NEG+AOR+A3SG
dakikaları	dakika+NOUN+A3PL+P3SG+NOM
bir	bir+ADJ
araya	ara+NOUN+A3SG+PNON+DAT
getirdi	getir+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
(	(+PUNC
Sesiyle	ses+NOUN+A3SG+P3SG+INS
uyuşuyor	uyuş+VERB+POS+PROG1+A3SG
.	.+PUNC
)	)+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
VIDEO	VIDEO+NOUN+PROP+A3SG+PNON+NOM
İPUCU	ipucu+NOUN+A3SG+PNON+NOM
:	:+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Onu	o+PRON+PERS+A3SG+PNON+ACC
orada	orada+ADV
bulacaksınız	bul+VERB+POS+FUT+A2PL
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Hanson	Hanson+NOUN+PROP+A3SG+PNON+NOM
Londralı	Londralı+NOUN+PROP+A3SG+PNON+NOM
bir	bir+ADJ
tüketici	tüket+VERB+POS^DB+ADJ+AGT
ve	ve+CONJ
sair	sair+NOUN+A3SG+PNON+NOM
mallar	mal+NOUN+A3PL+PNON+NOM
üreticisi	üretici+NOUN+A3SG+P3SG+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
International	ınternational+NOUN+PROP+A3SG+PNON+NOM
Proteins	Proteins+NOUN+PROP+A3SG+PNON+NOM
payları	pay+NOUN+A3PL+P3SG+NOM
dün	dün+NOUN+A3SG+PNON+NOM
Amerikan	amerikan+ADJ
Menkul	menkul+NOUN+A3SG+PNON+NOM
Kıymetler	kıymet+NOUN+A3PL+PNON+NOM
Borsası'nda	borsa+NOUN+A3SG+P3SG+LOC
satışa	sat+VERB+RECIP+POS+OPT+A3SG
sunulmadı	sun+VERB^DB+VERB+PASS+NEG+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Grumman	Grumman+NOUN+PROP+A3SG+PNON+NOM
Corp.	corp.+NOUN+PROP+A3SG+PNON+NOM
12	12+NUM+CARD
adet	adet+NOUN+A3SG+PNON+NOM
F-14	F-14+NOUN+PROP+A3SG+PNON+NOM
uçağı	uçak+NOUN+A3SG+P3SG+NOM
için	için+POSTP+PCNOM
58.9	58.9+NUM+REAL
milyon	milyon+NUM+CARD
Amerikan	amerikan+NOUN+A3SG+PNON+NOM
Doları	dolar+NOUN+A3SG+P3SG+NOM
değerinde	değer+NOUN+A3SG+P2SG+LOC
bir	bir+ADJ
Deniz	deniz+NOUN+A3SG+PNON+NOM
Filosu	filo+NOUN+A3SG+P3SG+NOM
sözleşmesi	sözleşme+NOUN+A3SG+P3SG+NOM
yaptı	yap+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Himont'un	himont+NOUN+PROP+A3SG+PNON+GEN
%	%+PERCENT
81'i	81+NUM+CARD^DB+NOUN+ZERO+A3SG+P3SG+NOM
İtalya	italya+NOUN+PROP+A3SG+PNON+NOM
Milan'dan	milan+NOUN+PROP+A3SG+PNON+ABL
Montedison	montedison+NOUN+PROP+A3SG+PNON+NOM
S.p	S.p+NOUN+PROP+A3SG+PNON+NOM
.	.+PUNC
A.'ya	a.+NOUN+PROP+A3SG+PNON+DAT
ait	ait+POSTP+PCDAT
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Galveston-Houston	Galveston-Houston+NOUN+PROP+A3SG+PNON+NOM
inşaat	inşaat+NOUN+A3SG+PNON+NOM
,	,+PUNC
maden	maden+NOUN+A3SG+PNON+NOM
ve	ve+CONJ
enerji	enerji+NOUN+A3SG+PNON+NOM
endüstrileri	endüstri+NOUN+A3PL+P3SG+NOM
için	için+POSTP+PCNOM
ürünler	ürün+NOUN+A3PL+PNON+NOM
yapıyor	yap+VERB+POS+PROG1+A3SG
ve	ve+CONJ
bunları	bu+PRON+DEMONSP+A3PL+PNON+ACC
pazarlıyor	pazarla+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+DET
bölümün	bölüm+NOUN+A3SG+PNON+GEN
müdürü	müdür+NOUN+A3SG+P3SG+NOM
kovuldu	kov+VERB^DB+VERB+PASS+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Beni	ben+NOUN+A3SG+PNON+ACC
atayanları	ata+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3PL+P3SG+NOM
temsil	temsil+NOUN+A3SG+PNON+NOM
ederek	et+VERB+POS^DB+ADV+BYDOINGSO
suçluluk	suç+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH^DB+NOUN+NESS+A3SG+PNON+NOM
duymak	duy+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
istemiyorum	iste+VERB+NEG+PROG1+A1SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ve	ve+CONJ
suçlamalardan	suçla+VERB+POS^DB+NOUN+INF2+A3PL+PNON+ABL
biri	bir+NUM+CARD^DB+NOUN+ZERO+A3SG+PNON+ACC
de	de+CONJ
kendi	kendi+PRON+REFLEXP+A3SG+P3SG+NOM
alanımızda	alan+NOUN+A3SG+P1PL+LOC
bağımsız	bağımsız+ADJ
gözetmen	gözetmen+NOUN+A3SG+PNON+NOM
olmak	ol+VERB+POS^DB+NOUN+INF+A3SG+PNON+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Dava	dava+NOUN+A3SG+PNON+NOM
hâlâ	hâlâ+ADV
derdest	derdest+NOUN+A3SG+PNON+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Şirket	şirket+NOUN+A3SG+PNON+NOM
aleyhine	aleyh+NOUN+A3SG+P3SG+DAT
Florida	florida+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
Tampa'da	tampa+NOUN+PROP+A3SG+PNON+LOC
kara	kara+ADJ
para	par+NOUN+A3SG+PNON+DAT
aklama	akla+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
suçlamalarıyla	suçla+VERB+POS^DB+NOUN+INF2+A3PL+P3PL+INS
dava	dava+NOUN+A3SG+PNON+NOM
açıldı	aç+VERB^DB+VERB+PASS+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Haziran	haziran+NOUN+A3SG+PNON+NOM
ayında	ay+NOUN+A3SG+P3SG+LOC
,	,+PUNC
Chicago	chicago+NOUN+PROP+A3SG+PNON+NOM
Ticaret	ticaret+NOUN+A3SG+PNON+NOM
Kurulu	kurul+NOUN+A3SG+P3SG+NOM
Capcom	Capcom+NOUN+PROP+A3SG+PNON+NOM
Financial'ı	financial+NOUN+PROP+A3SG+PNON+ACC
askıya	askı+NOUN+A3SG+PNON+DAT
aldığını	al+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
söyledi	söyle+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Önceden	önce+NOUN+A3SG+PNON+ABL
başkanlık	başkanlık+NOUN+A3SG+PNON+NOM
ve	ve+CONJ
veznedarlık	veznedarlık+NOUN+A3SG+PNON+NOM
yapmış	yap+VERB+POS+NARR+A3SG
olan	ol+VERB+POS^DB+ADJ+PRESPART
May	May+NOUN+PROP+A3SG+PNON+NOM
Lang	lang+NOUN+PROP+A3SG+PNON+NOM
,	,+PUNC
icra	icra+NOUN+A3SG+PNON+NOM
kurulu	kurul+NOUN+A3SG+P3SG+NOM
başkanı	başkan+NOUN+A3SG+P3SG+NOM
olarak	ol+VERB+POS^DB+ADV+BYDOINGSO
kalmaya	kal+VERB+POS^DB+NOUN+INF2+A3SG+PNON+DAT
devam	deva+NOUN+A3SG+P1SG+NOM
ediyor	et+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
``	``+PUNC
Bu	bu+DET
güvenliğe	güvenlik+NOUN+A3SG+PNON+DAT
yapılan	yap+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART
dillere	dil+NOUN+A3PL+PNON+DAT
destan	destan+NOUN+A3SG+PNON+NOM
uçuş	uç+VERB+POS^DB+NOUN+INF3+A3SG+PNON+NOM
.	.+PUNC
''	''+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bileşik	bileşik+ADJ
getiriler	getiri+NOUN+A3PL+PNON+NOM
kâr	kâr+NOUN+A3SG+PNON+NOM
paylarına	pay+NOUN+A3PL+P3PL+DAT
yeniden	yeniden+ADV
yapılan	yap+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART
yatırımlar	yatırım+NOUN+A3PL+PNON+NOM
ve	ve+CONJ
mevcut	mevcut+NOUN+A3SG+PNON+NOM
getirilerin	getiri+NOUN+A3PL+PNON+GEN
bir	bir+ADJ
yıl	yıl+NOUN+A3SG+PNON+NOM
devam	devam+NOUN+A3SG+PNON+NOM
edeceğini	et+VERB+POS^DB+NOUN+FUTPART+A3SG+P3SG+ACC
varsayıyor	varsay+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Pazartesi	pazartesi+NOUN+A3SG+PNON+NOM
ve	ve+CONJ
Salı	salı+NOUN+A3SG+PNON+NOM
günü	gün+NOUN+A3SG+PNON+ACC
``	``+PUNC
karşılaştırıldığında	karşı+ADJ^DB+VERB+BECOME^DB+VERB+CAUS^DB+VERB+PASS+POS^DB+NOUN+PASTPART+A3SG+P3SG+LOC
oldukça	oldukça+ADV
cansızdı	cansız+ADJ^DB+VERB+ZERO+PAST+A3SG
,	,+PUNC
''	''+PUNC
dedi	de+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
``	``+PUNC
İnsanlar	insan+NOUN+A3PL+PNON+NOM
ille	ille+ADV
de	de+CONJ
korkuya	korku+NOUN+A3SG+PNON+DAT
kapılmıyor	kap+VERB^DB+VERB+PASS+NEG+PROG1+A3SG
,	,+PUNC
''	''+PUNC
dedi	de+VERB+POS+PAST+A3SG
Bay	bay+NOUN+A3SG+PNON+NOM
Litvack	Litvack+NOUN+PROP+A3SG+PNON+NOM
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bazı	bazı+ADJ
fonlar	fon+NOUN+A3PL+PNON+NOM
ortalamanın	ortalama+NOUN+A3SG+PNON+GEN
çok	çok+ADV
üstünde	üst+NOUN+A3SG+P3SG+LOC
getiriler	getiri+NOUN+A3PL+PNON+NOM
ilan	ilan+NOUN+A3SG+PNON+NOM
ediyor	et+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bu	bu+DET
müşterilere	müşteri+NOUN+A3PL+PNON+DAT
teslim	teslim+NOUN+A3SG+PNON+NOM
edilen	et+VERB^DB+VERB+PASS+POS^DB+ADJ+PRESPART
sermaye	sermaye+NOUN+A3SG+PNON+NOM
kazançlarını	kazanç+NOUN+A3PL+P3PL+ACC
da	da+CONJ
kapsıyor	kapsa+VERB+POS+PROG1+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Dreyfus	dreyfus+NOUN+PROP+A3SG+PNON+NOM
Worldwide	Worldwide+NOUN+PROP+A3SG+PNON+NOM
Dollar	Dollar+NOUN+PROP+A3SG+PNON+NOM
Fund	Fund+NOUN+PROP+A3SG+PNON+NOM
(	(+PUNC
Dreyfus	Dereyfus+NOUN+PROP+A3SG+PNON+NOM
Dünya	dünya+NOUN+A3SG+PNON+NOM
Çapında	çap+NOUN+A3SG+P3SG+LOC
Dolar	do+NOUN+A3PL+PNON+NOM
Fonu	fon+NOUN+A3SG+P3SG+NOM
)	)+PUNC
yedi	yedi+NUM+CARD
günlük	günlük+NOUN+A3SG+PNON+NOM
bileşik	bileşik+ADJ
getirisi	getiri+NOUN+A3SG+P3SG+NOM
%	%+PERCENT
9.51'di	9.51+NUM+REAL^DB+NOUN+ZERO+A3SG+PNON+NOM^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bay	bay+NOUN+A3SG+PNON+NOM
Della	della+NOUN+PROP+A3SG+PNON+NOM
Femina	femina+NOUN+PROP+A3SG+PNON+NOM
önceki	önceki+ADJ
WCRS	wcrs+NOUN+PROP+A3SG+PNON+NOM
yöneticisi	yönet+VERB+POS^DB+NOUN+AGT+A3SG+P3SG+NOM
Robin	robin+NOUN+PROP+A3SG+PNON+NOM
Wight	Wight+NOUN+PROP+A3SG+PNON+NOM
ile	ile+CONJ
ortak	ortak+NOUN+A3SG+PNON+NOM
başkan	başkan+NOUN+A3SG+PNON+NOM
olacak	ol+VERB+POS+FUT+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Oldukça	oldukça+ADV
çarpıcı	çarp+VERB+POS^DB+ADJ+AGT
bir	bir+ADJ
büyüme	büyü+NOUN+A3SG+P1SG+DAT
gösteriyor	göster+VERB+POS+PROG1+A3SG
,	,+PUNC
''	''+PUNC
dedi	de+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
en	en+ADV
iyi	iyi+ADJ
durumda	durum+NOUN+A3SG+PNON+LOC
bile	bile+ADV
,	,+PUNC
listenin	liste+NOUN+A3SG+PNON+GEN
en	en+ADV
tepesindeki	tepe+NOUN+A3SG+P3SG+LOC^DB+ADJ+REL
10	10+NUM+CARD
ismi	isim+NOUN+A3SG+P3SG+NOM
Üç	üç+NUM+CARD
yıl	yıl+NOUN+A3SG+PNON+NOM
içinde	iç+NOUN+A3SG+P2SG+LOC
değiştirmek	değiş+VERB^DB+VERB+CAUS+POS^DB+NOUN+INF+A3SG+PNON+NOM
zor	zor+ADJ
olacak	ol+VERB+POS+FUT+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Carat	carat+NOUN+PROP+A3SG+PNON+NOM
Gross	Gross+NOUN+PROP+A3SG+PNON+NOM
kardeşler	kardeş+NOUN+A3PL+PNON+NOM
büyük	büyük+ADJ
ölçekli	ölçek+NOUN+A3SG+PNON+NOM^DB+ADJ+WITH
medya	medya+NOUN+A3SG+PNON+NOM
alanı	al+VERB+POS^DB+ADJ+PRESPART^DB+NOUN+ZERO+A3SG+PNON+ACC
satın	satı+NOUN+A3SG+P2SG+NOM
alma	al+VERB+POS^DB+NOUN+INF2+A3SG+PNON+NOM
fikrini	fikir+NOUN+A3SG+P3SG+ACC
icat	icat+NOUN+A3SG+PNON+NOM
etti	et+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Depremin	deprem+NOUN+A3SG+PNON+GEN
Zararı	zarar+NOUN+A3SG+P3SG+NOM
</S>	</S>+ESTag
<S>	<S>+BSTag
``	``+PUNC
Tüm	tüm+DET
işlemler	işlem+NOUN+A3PL+PNON+NOM
durdu	dur+VERB+POS+PAST+A3SG
,	,+PUNC
''	''+PUNC
dedi	de+VERB+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ekledi	ekle+VERB+POS+PAST+A3SG
...	...+PUNC
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
YENİ	yeni+ADJ
HESAP	hesap+NOUN+A3SG+PNON+NOM
:	:+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
WHO	who+NOUN+PROP+A3SG+PNON+NOM
NEWS	news+NOUN+PROP+A3SG+PNON+NOM
:	:+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Ogilvy	Ogilvy+NOUN+PROP+A3SG+PNON+NOM
&	&+PUNC
Mather	Mather+NOUN+PROP+A3SG+PNON+NOM
Direct'in	direct+NOUN+PROP+A3SG+PNON+GEN
başkanı	başkan+NOUN+A3SG+P3SG+NOM
ve	ve+CONJ
operasyon	operasyon+NOUN+A3SG+PNON+NOM
direktörüydü	direktör+NOUN+A3SG+P3SG+NOM^DB+VERB+ZERO+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
BOZELL	BOZELL+NOUN+PROP+A3SG+PNON+NOM
:	:+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
AC&R	AC&R+NOUN+PROP+A3SG+PNON+NOM
REKLAMCILIK	reklamcılık+NOUN+A3SG+PNON+NOM
:	:+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
AC&R	AC&R+NOUN+PROP+A3SG+PNON+NOM
Advertising	Advertising+NOUN+PROP+A3SG+PNON+NOM
Saatchi	saatchi+NOUN+PROP+A3SG+PNON+NOM
&	&+PUNC
Saatchi	saatchi+NOUN+PROP+A3SG+PNON+NOM
Co'nun	co+NOUN+PROP+A3SG+PNON+GEN
bir	bir+ADJ
birimidir	birim+NOUN+A3SG+P3SG+NOM^DB+VERB+ZERO+PRES+COP+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
NEW	new+NOUN+PROP+A3SG+PNON+NOM
BEER	BEER+NOUN+PROP+A3SG+PNON+NOM
:	:+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Bütçe	bütçe+NOUN+A3SG+PNON+NOM
1.5	1.5+NUM+REAL
milyon	milyon+NUM+CARD
Amerikan	amerikan+NOUN+A3SG+PNON+NOM
Doları	dolar+NOUN+A3SG+P3SG+NOM
olarak	ol+VERB+POS^DB+ADV+BYDOINGSO
ayarlandı	ayarla+VERB^DB+VERB+PASS+POS+PAST+A3SG
.	.+PUNC
</S>	</S>+ESTag
<S>	<S>+BSTag
Neden	neden+ADV
,	,+PUNC
EC'ye	EC'ye+NOUN+PROP+A3SG+PNON+NOM
ait	ait+POSTP+PCDAT
olması	ol+VERB+POS^DB+NOUN+INF2^DB+ADJ+ALMOST
gerektiğini	gerek+VERB+POS^DB+NOUN+PASTPART+A3SG+P3SG+ACC
,	,+PUNC
merak	merak+NOUN+A3SG+PNON+NOM
ediyorlar	et+VERB+POS+PROG1+A3PL
?	?+PUNC
